United States,19.790036629493077
New York,17.19596584235722
only one,9.540576871526216
same time,9.601518872428727
Rhode Island,9.485550305347632
White House,8.05999659928595
last year,8.203108265075686
Peace Corps,7.2104535971906
U. S.,7.549023593121876
World War,7.744149260230955
old man,7.133029618217629
high school,7.325943705694112
fiscal year,7.541250299155813
is one,7.647010623686986
last night,7.454187897375345
first time,7.982031865692975
other hand,7.670359200910407
long time,6.09201084517681
Los Angeles,6.855356449531459
great deal,6.546741689109434
was one,6.166603401071636
President Kennedy,6.31965882364945
young man,6.803751664892205
New Orleans,6.321426246537084
few days,6.373566359877075
last week,6.535975315062183
few years,6.93236700325946
United Nations,6.996699267597304
General Motors,6.402045525975636
San Francisco,6.24460491516796
New England,6.989109040924541
St. Louis,5.655034101527317
other words,5.025103925487921
dominant stress,5.290425227637904
new members,5.516613256014312
Soviet Union,5.193948397520907
Air Force,5.098824105539762
good deal,5.1791207615107115
Du Pont,5.830608068388384
real estate,5.194157886398434
next day,5.060932169779713
was nothing,5.219845323224929
Mr. Kennedy,5.813503145097652
do anything,5.042673423487735
Sam Rayburn,5.098501352908955
human beings,5.097234156159112
foreign policy,5.191209960239744
is nothing,5.013427779490154
living room,5.557293841262709
St. John,5.281896234308841
small business,5.260902665528755
first place,5.280296877395845
nineteenth century,5.476122607274411
many years,5.874804421606756
young men,5.342913007842674
few minutes,5.814336274418404
Supreme Court,5.195553042546399
Civil War,5.998952800679671
other side,5.65431909447898
public interest,4.096054227846369
West Berlin,4.239833636129268
same thing,4.4288587480617885
East Greenwich,4.122312241601245
Mary Jane,4.2420244309341335
dining room,4.2406366366155135
new birth,4.109159214936494
American people,4.605691612743326
Kansas City,4.898251370110121
most part,4.490386027685187
Mr. Skyros,4.468887357824147
was something,4.728490308819676
recent years,4.972878140362343
home runs,4.995019344340143
vocational education,4.120585323327316
information cell,4.239290859764197
Miss Langford,4.241794857235968
human life,4.08159619569353
many times,4.856054073308488
several years,4.177944951535171
State Department,4.891399490742275
higher education,4.117588071606115
first step,4.089383619608043
many people,4.6611252600128115
Linda Kay,4.1229231796698524
Lo Shu,4.5824947929527005
York City,4.993032076940466
New Jersey,4.356174367145636
international law,4.116338207194989
Mr. Podger,4.35539910607591
John Brown,4.351005960014129
Mrs. Coolidge,4.579968508035737
go home,4.296028412136285
York Times,4.470044297471002
Armed Forces,4.6902740167872805
carbon tetrachloride,4.242534527046857
wage rate,4.896924167862001
anode holder,4.358490074331737
index words,4.686664159434373
personal property,4.116971702976898
Secretary General,4.117170545042304
electronic switches,4.1227679909570405
Jesus Christ,4.897907352255873
took place,4.19709314361542
General Assembly,4.357829403328382
private detective,4.1212814794239545
big man,4.047138870888657
Puerto Rico,4.582482953634857
next morning,4.5684276161722694
same way,4.579214123347797
index word,4.578849974388056
chemical name,4.239264066016932
nuclear weapons,4.581316686864443
other people,4.448151569847523
High School,4.242087152660687
take care,4.340661242987918
take place,4.947529199510596
basic wage,4.12120085648567
front door,4.569854347935238
John A.,4.23460438978785
large number,4.971528321103262
good will,3.2017856096691046
next year,3.255623006449449
large part,3.56623583304361
Business Administration,3.16180516730235
Viet Nam,3.605503147317425
local governments,3.158487368682929
other members,3.337906609166872
National Forests,3.6050467061696456
fiscal years,3.716482145029269
See Chapter,3.316214922348475
first day,3.8334130645885214
labor dispute,3.1611771739003647
order Af,3.0639174446759196
public education,3.9848933316415303
sweet clover,3.9997674804153083
Mr. Jack,3.4447996348043133
only way,3.9446164750594366
Field Marshal,3.162101734871631
other areas,3.7879680554553725
fat man,3.2995909251956372
barbed wire,3.1621562009082296
common sense,3.98607466031873
black hair,3.156033946064332
anti-trust laws,3.741138373691702
next door,3.131520961632638
free nations,3.1545364023880453
development program,3.577934675230028
human being,3.557029622891848
wide variety,3.46153454771529
electronic switch,3.7410306583376887
cold war,3.989429616538305
Utopian communism,3.4639770653834567
appeal board,3.7393896103160777
third time,3.089818496050336
long way,3.1514856331598047
many things,3.2299203744864355
nonspecific staining,3.6053980535942314
nuclear war,3.9927785444723027
many cases,3.7103628541806595
says Dr.,3.596656166619489
same manner,3.139349909733362
short period,3.147524717166488
Virgin Islands,3.6054410464809927
first thing,3.2098808538725225
next week,3.5833317156147624
Vice President,3.7407717271982337
strong stress,3.1566259918821618
takes place,3.5947071557529893
social life,3.4042754699134634
vocational training,3.3140104374629247
know something,3.242577337471849
business concerns,3.4602226733402346
Du Pont's,3.872761545437572
Drug's chemical,3.872794898937067
radio emission,3.9993009341708223
young people,3.536012072499977
next time,3.008883054985126
El Paso,3.1622245557841615
Gross Income,3.3165015832805893
First Lady,3.1612419884839174
unwed mothers,3.162197322765862
far end,3.2741463919341833
text-form list,3.1619249925828674
Mr. Nixon,3.3111474633347644
private eye,3.7365646140443722
total number,3.1356987789699553
prime minister,3.6051463063573084
Long Island,3.4627942156058347
Great Britain,3.315812194897652
taken place,3.27837567930943
old days,3.1039633257550663
school desegregation,3.6021664216060274
many ways,3.2863632369124107
Superior Court,3.463665566692545
Mike Deegan,3.4636054049342038
Motors stock,3.16067472471274
George Washington,3.3097261028796994
only thing,3.4754214806395454
human nature,3.302427154689732
Southeast Asia,3.31642057040847
hydrogen atoms,3.316231540373525
is something,3.9184286424484256
several days,3.7123305006795033
little doubt,3.721164540674663
other parts,3.11398317017798
do something,3.7554072574652766
science fiction,3.4629023576094635
general public,3.8452546920475843
much attention,3.1188968236697487
such things,3.0450920761160645
Miss Ada,3.8721080392041385
Small Business,3.463924113092025
Mrs. Robert,3.3051177168079975
calendar year,3.6012124572186743
Mrs. John,3.109926267441913
straight line,3.4561811456322045
Pathet Lao,3.1622327256896514
pulmonary artery,3.999734324844634
old woman,3.5761132099275854
right hand,3.4020653954025217
come home,3.236180955767414
locking bar,3.161679623087989
much time,3.830609051840484
room temperature,3.304271755470291
other states,3.249877324288382
few weeks,3.1402102007814414
Economic Affairs,3.1621352314841387
Last year,3.1552093302702247
President Kennedy's,3.7401210620149103
Bobby Joe,3.8727281919380774
capita income,3.7413017880108246
have nothing,3.2727554009417616
bronchial artery,3.872688390095347
Mr. Brown,3.5831764635236807
business activity,3.453725203439449
recent months,3.1537289433954667
Southern California,3.1603495624742446
Mr. Sansom,3.1595208617273927
federal government,3.153982755126018
other things,3.606474617489102
eighteenth century,3.4632752610702524
North Carolina,3.16129863316198
Latin America,3.603235989088893
South America,3.3075086351620784
oxidation pond,3.4639773139857644
Brooklyn College,3.740964832288014
other men,3.999576134224194
past year,3.269946965072698
wash wheel,3.4636600974417866
short time,3.9309916314497166
hot water,3.4514596906140027
faculty members,3.736416850674123
came home,3.0733234568663645
middle class,3.4603521951422818
Christian faith,3.3127749911631073
minimal polynomial,3.9998389586585796
economic development,3.857889220012861
young woman,3.2963981871328896
Middle Ages,3.1621798936341503
King James,3.1605461848663663
other nations,3.4167794201583295
early days,3.1280904183174574
school board,3.5886207960838523
objective function,3.3139561692248707
early years,3.5305495873876174
blue eyes,3.9918361942590526
interior design,3.8718701175744092
local board,3.4525654736763953
New Testament,3.7386151185078416
other countries,3.948159327589671
last time,3.513887977011456
A. Notte,3.8724958292249307
first year,3.5561358722079435
take advantage,3.150808202182852
hearing officer's,3.1620134998923404
research team,3.1593452087593614
Old Man,3.7404603193478496
Little Rock,3.162033107665516
school system,3.4233619120481746
interest rates,3.86580289365965
Premier Khrushchev,3.872622127809684
several months,3.4483059217449576
white people,3.106180638105007
human race,3.866447727983215
Kennedy Administration,3.1600677007348454
federal courts,3.3153175489957705
high schools,3.853508793745883
twentieth century,3.1616240677306586
Internal Revenue,3.1622136625768413
Mr. Clark,3.1542343882151047
Simms Purdew,3.4640523918825363
first half,3.527533636381331
American history,3.1207508475555747
Daily Journal,3.1620535324292405
oxygen transfer,3.161834034301747
whole world,3.4120696494485654
collective bargaining,3.3164766562430135
East Berlin,3.1594375286913965
National Park,3.3146793129711902
Hong Kong,3.316594800014854
optimal policy,3.871609070851697
sales tax,3.5998502992564627
few hours,3.581462719287512
economic integration,3.739289950597514
Main Street,3.161985449883492
Big Hans,3.463621812686479
new ones,3.434062003952051
Mr. Khrushchev,3.860223520264167
Red River,3.4624623315257326
station wagon,3.871909697060476
social security,3.5992605801597235
hypothalamic balance,3.4636332483926098
Mr. Justice,3.865665921955058
Blue Throat,3.3164948322079124
tax collection,3.738010255366075
motor pool,3.315126182051053
tax bill,3.1582218467545093
had nothing,3.871890937593837
second half,3.8530434012495993
Saturday night,3.8670556511006726
National Forest,3.9990892982878834
general business,3.4360376464873106
red wine,3.1600529949049636
De La,3.31581920562697
other end,3.147641676240407
locking bars,3.1619497746295195
Saxon Shore,3.464018084764144
few moments,3.3093599870153145
few months,3.579373981539039
free world,3.8360266681640387
press conference,3.4625259737163736
Mr. White,3.1367660409571103
District Court,3.462517024033315
Wall Street,3.316091845100448
growth center,3.1545892344435464
vice president,3.7409109746110074
other day,3.0534327939482644
school districts,3.996769700116177
New Hampshire,3.1605565334133203
East Germany,3.1591687388007808
social system,3.280298177082412
Export-Import Bank,3.7415655525315494
several times,3.721121270404248
left hand,3.2655055382214218
Af bond,3.5953336576528456
income tax,3.7373948048177175
first section,2.1729286895131446
third floor,2.4400520163873476
best interests,2.636539913641254
few yards,2.989457820302506
Common Market,2.4494275136987724
Mr. Hohlbein,2.2331434697749946
state vehicles,2.4395453942841576
Brian Thayer,2.2360439066859366
boundary maintenance,2.2357735432930963
accelerometer output,2.2358397861756725
particle size,2.4484719280801257
City Council,2.8253275753478633
Industries Association,2.2358039688031166
development projects,2.442406525912026
business firms,2.63925390617561
chamber volume,2.4482374263848947
Kohnstamm-negative subjects,2.8282091210765636
St. Peter's,2.8279789384295966
different classes,2.227112286396246
atmospheric tests,2.2358679008874636
Town Hall,2.235878299479496
mate selection,2.235761604168911
Junior Showmanship,2.8283162960656276
second time,2.4730451364693633
Dr. Clark,2.2334808463164877
integral part,2.2337408111172956
Herald Tribune,2.645705904258604
apartment building,2.6419724556655284
opposite sides,2.233094943012177
do business,2.288814243917416
finite number,2.234090511916013
cubic centimeters,2.236022724368834
Miss Mary,2.4423945723023746
Hanford College,2.4489057737951403
upper lip,2.2356114022839995
North Providence,2.4455925144610244
good year,2.0443562611620583
American literature,2.2073615087964784
immediate future,2.443368088335499
pilot plant,2.8268682158156597
Morton Foods,2.6457085082332115
Catholic Church,2.642334733632756
batting average,2.2353352618955857
said Hal,2.2151161625213254
self-sustaining growth,2.2357781648895547
artery-pulmonary artery,2.235980359734628
Scottish Rite,2.23604968368151
causal efficacy,2.2360481431493575
European nations,2.2333202458395442
Phil Rossoff,2.2359187384485106
Republican Party,2.449092109475009
symbolic names,2.2348827305756607
left side,2.5890281184550794
social science,2.81704708954506
department stores,2.235270174412124
oil company,2.442822792789318
West Indies,2.2354207614300736
seventeenth century,2.2354276938247617
enter Germany,2.233635669797858
New English,2.1928858984214057
red cells,2.232263055649591
local officials,2.230181026444897
Neutral Tones,2.236057386342275
grand jury,2.8278528860276864
different types,2.222633959427658
boy friend,2.4391632303520496
trade associations,2.2346755290010902
rapid growth,2.233568271516167
voluntary agencies,2.2355520917961114
public service,2.4149501392717694
Advisory Board,2.9997239906403244
Valley Forge,2.4494380610014064
burning arcs,2.449358604654896
school year,2.5576622678208576
Harvard University,2.8271446785715413
class members,2.2163624530330512
Roy Mason,2.2357269421954697
oxidation ponds,2.645702323793519
large amount,2.4280839920884683
higher learning,2.4463055121190878
social class,2.4289643402816585
technical assistance,2.4460541347396423
text forms,2.643520193072684
linear operator,2.9997059057835926
text form,2.2287691287267295
American politics,2.817167356933356
said Angie,2.2233476109475063
kinetic energy,2.235773158160058
following year,2.402715268216248
cu. ft.,2.2360516093467013
civil servants,2.23568765862557
identity diffusion,2.2355605647229524
other lands,2.4363344437855923
back yard,2.9910019225939006
little girl,2.172033640332288
single stages,2.232690553322031
big one,2.3502442979683416
central city,2.4398386092973845
large numbers,2.987705311566875
Fort Lauderdale,2.23596033281664
public-limit price,2.6454920528439874
natural beauty,2.232146745472044
considerable number,2.434057281146896
many men,2.6211421706143394
school boards,2.4430400672235795
standard deviation,2.6453286534373857
Junior Achievement,2.645632667472776
night club,2.2254924168374326
McCormick Place,2.6456430833712052
large extent,2.22107185982458
invariant lines,2.448604120939806
back door,2.345283447489964
Cape Cod,2.2360362040251722
mean age,2.219591023292569
sixteenth century,2.645150281176792
civil defense,2.998373654671051
Peter Marshall,2.449149064909233
